"award_id"	"contract_id"	"vendor"	"contract"	"estimated_cost"	"obligated_amount"	"start_date"	"end_date"	"issuing_office"	"type"
"72067324P00016"	"72067324P00016"	"R B MEDIA"	"Video production for USAID/Namibia"	27069	27069	2024-07-15	2025-09-30	"USAID/Namibia"	"defunded"
"72026324P00099"	"72026324P00099"	"NEW CENTURY TECHNOLOGIES INC."	"EXO/GDPI tables& cabinets"	27020	27020	2024-09-22	2025-01-30	NA	"defunded"
"72061723P00022"	"72061723P00022"	"AF MPANGA ADVOCATES"	"Legal services - from July 1, 2023, to June 30, 2025 amounting $4,500.00"	27000	27000	2023-07-01	2025-06-30	"USAID/Uganda"	"defunded"
"72062124P00027"	"72062124P00027"	"AGE TECHNOLOGIES TANZANIA LIMITED"	"This is a firm fixed price purchase order to design and renovate the electrical system at USAID building"	26801	26801	2024-03-22	2026-03-22	"USAID/Tanzania"	"defunded"
"72052324P00007"	"72052324P00007"	"BCD TRAVEL SA de CV"	"To organize two events to support the USAID/Mexico Integration Strategy, seeking to improve and enhance the appreciation of diversity; to advocate for a culture of inclusion, belonging, and equity; and to strengthen collaboration and promote a positive culture accessible to everyone."	26800	26800	2024-10-01	2025-09-30	"USAID/Mexico"	"defunded"
"72038622P00011"	"72038622P00011"	"A1 SOLUTIONS"	"Hiring Gardner services for USAID India Mission for a period of 4 years."	26750	26750	2022-08-01	2026-07-31	"USAID/India"	"defunded"
"72067424P00084"	"72067424P00084"	"XPRESS GOV SUPPLY LLC"	"New Foldable Tables for the Mission."	26700	26700	2024-08-26	2025-03-31	"USAID/South Africa"	"defunded"
"72067424P00127"	"72067424P00127"	"KEYSTONE TECH"	"Construction of Pergola at 325 Aries mission Directors Residence."	26619	26619	2024-10-01	2025-09-30	"USAID/South Africa"	"defunded"
"72065624P00026"	"72065624P00026"	"LYNDEN LANGUAGE SCHOOL"	"The purpose of this requisition is to procure Portuguese Language Training for Robert Drapcho at Lynden Language Solutions."	26400	26400	2024-07-01	2025-06-30	"USAID/Mozambique"	"defunded"
"72062124P00020"	"72062124P00020"	"KISWAHILI NA UTAMADUNI (KIU) LTD"	"The purpose of this purchase order is to obligate funds for Intensive Kiswahili Language Training Program for American Staff."	26399	26399	2024-03-01	2027-03-31	"USAID/Tanzania"	"defunded"
"72065624P00006"	"72065624P00006"	"HBK CONSULTING- SOCIEDADE UNIPESSOAL, LIMITADA"	"Contract renewal with HBK with the period of performance from April 1, 2024 to March 31, 2025."	26170	26170	2024-04-01	2025-03-31	"USAID/Mozambique"	"defunded"
"72061224F50002"	"72061224F50002"	"PN AUTOMATION INC"	"1 year Tableau Creator (Server) Tableau Software licenses for 29 USAID staff"	26159	26159	2023-05-13	2025-05-12	"USAID/Malawi"	"defunded"
"72029425P00012"	"72029425P00012"	"COUNTERTRADE PRODUCTS INC"	"Quote Number: B-520686 dated 12/16/2024 Purchase of Network Printer & Monitors as below: HP T3U56A#AAZ CLIN 0011F 220V HP Color LaserJet Enterprise Flow MFP M776zs (220v) [47QTCA18D008H] QTY 1 Unit price $6,334.35 ? DELL 210-BBCE Dell P2425H 24in Monitor [47QTCA18D008H] QTY 40 Unit price $268.00 Total price $10,720.00 4 IT-AID-A-DELL Asset Tagging and Inventory Update Only QTY 41 $13.90 total price $569.90 5 40155 CEW-FREIGHT QTY 1 total price $8,454.23 Subtotal:$26,078.48 Quote Number: B-520686 dated 12/16/2024 Purchase of Network Printer & Monitors Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later."	26078	26078	2025-01-20	2025-05-30	"USAID/West Bank Gaza"	"defunded"
"72066824P00068"	"72066824P00068"	"DPL DANPHIL GENERAL CONTRACTORS LTD"	"TO handle various works at USAID HLZ and RC"	25830	25830	2024-07-24	2025-07-23	"USAID/South Sudan"	"defunded"
"72061525F50012"	"72061525F50012"	"PN AUTOMATION INC"	"Annual Software License Renewal STATA, TABLEUA, ARCGIS PRO"	25739	25739	2024-11-14	2025-11-13	"American Embassy Nairobi"	"defunded"
"72051724F00001"	"72051724F00001"	"INTELLECTECHS INC"	"To purchase 20 iPhones and 3 iPads for Mission USAID/ Dominican Republic."	25016	25016	2024-06-10	2025-06-10	"USAID M/CIO"	"defunded"
"7200AA18D00003"	"7200AA18D00003"	"ARD, INC"	"99999_E3LTRM_The Strengthening Tenure and Resource Rights (STARR) II IDIQ"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00005"	"7200AA18D00005"	"ABT GLOBAL LLC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00006"	"7200AA18D00006"	"DT GLOBAL INC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-08	"USAID M/OAA"	"defunded"
"7200AA18D00007"	"7200AA18D00007"	"CHEMONICS INTERNATIONAL, INC."	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00008"	"7200AA18D00008"	"DAI GLOBAL LLC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00009"	"7200AA18D00009"	"DELOITTE CONSULTING LLP"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00011"	"7200AA18D00011"	"INTERNATIONAL BUSINESS INSTITUTE"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00013"	"7200AA18D00013"	"WSP USA SOLUTIONS INC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00014"	"7200AA18D00014"	"NATHAN ASSOCIATES LLC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00015"	"7200AA18D00015"	"PALLADIUM INTERNATIONAL LLC"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00016"	"7200AA18D00016"	"PRAGMA CORP"	"Public Finance Management-PFM II IDIQ"	25000	25000	2018-08-08	2025-08-07	"USAID M/OAA"	"defunded"
"7200AA18D00017"	"7200AA18D00017"	"ABT GLOBAL LLC"	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00018"	"7200AA18D00018"	"CHEMONICS INTERNATIONAL, INC."	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00019"	"7200AA18D00019"	"CLOUDBURST CONSULTING GROUP INC"	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00020"	"7200AA18D00020"	"DAI GLOBAL LLC"	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00021"	"7200AA18D00021"	"DEVELOPMENT INNOVATIONS G"	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00022"	"7200AA18D00022"	"ECODIT LLC"	"Strengthening Tenure and Resource Rights (STARR ) II"	25000	25000	2018-07-20	2025-07-19	"USAID M/OAA"	"defunded"
"7200AA18D00024"	"7200AA18D00024"	"PALLADIUM INTERNATIONAL LLC"	"USAID Integrated Health Systems (IHS) IDIQ"	25000	25000	2018-09-20	2025-09-19	"USAID M/OAA"	"defunded"
"7200AA18D00025"	"7200AA18D00025"	"MANAGEMENT SCIENCES FOR HEALTH"	"USAID Integrated Health Systems (IHS) IDIQ"	25000	25000	2018-09-20	2025-09-19	"USAID M/OAA"	"defunded"
"7200AA18D00028"	"7200AA18D00028"	"ENCOMPASS LLC"	"USAID Integrated Health Systems (IHS) IDIQ"	25000	25000	2018-09-20	2025-09-19	"USAID M/OAA"	"defunded"
"7200AA19D00001"	"7200AA19D00001"	"CHEMONICS INTERNATIONAL, INC."	"The goal of Famine Early Warning Systems Network (FEWS NET) 7 is to sustainably prevent food insecurity and famine."	25000	25000	2019-04-08	2026-05-07	"USAID M/OAA"	"defunded"
"7200AA19D00003"	"7200AA19D00003"	"DAI GLOBAL LLC"	"The goal of Famine Early Warning Systems Network (FEWS NET) 7 is to sustainably prevent food insecurity and famine."	25000	25000	2019-04-08	2026-05-07	"USAID M/OAA"	"defunded"
"7200AA19D00004"	"7200AA19D00004"	"ARD, INC"	"The goal of Famine Early Warning Systems Network (FEWS NET) 7 is to sustainably prevent food insecurity and famine."	25000	25000	2019-04-08	2026-05-07	"USAID M/OAA"	"defunded"
"7200AA19D00005"	"7200AA19D00005"	"AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES"	"The FEWS NET 7 restricted solicitation and award to be processed."	25000	25000	2019-05-08	2026-05-07	"USAID M/OAA"	"defunded"
"7200AA19D00006"	"7200AA19D00006"	"DEVELOPMENT PROFESSIONALS INC.-MAKING CENTS INTERNATIONAL"	"Analytical Services IV (ASIV) IDIQ - The purpose of this Indefinite Delivery Indefinite Quantity (IDIQ) contract is to provide the Bureau for Democracy, Conflict and Humanitarian Assistances Center of Excellence on Democracy, Human Rights, and Governance (DCHA/DRG) with the analytic means and resources to inform mission, bureau, and agency strategies, policies, program design, planning, and decision making; and secondarily, to provide USAID missions and other operating units the means to source rapid response analytic, and expert advisory/programmatic support during periods of rapidly evolving political change (typified in crisis, post conflict, and transitioning countries). Analytic services under this IDIQ will improve USAIDs ability to promote resilient, democratic societies, and to support U.S foreign policy objectives. Support for Democracy, Human Rights, and Governance (DRG) is vital to the pursuit of freedom and national security, and is essential to achieve the agencys and the United States Governments broader social and economic development goals."	25000	25000	2019-04-15	2026-04-14	"USAID M/OAA"	"defunded"
"7200AA19D00007"	"7200AA19D00007"	"ME&A, INC."	"Analytical Services IV (ASIV) IDIQ - The purpose of this Indefinite Delivery Indefinite Quantity (IDIQ) contract is to provide the Bureau for Democracy, Conflict and Humanitarian Assistances Center of Excellence on Democracy, Human Rights, and Governance (DCHA/DRG) with the analytic means and resources to inform mission, bureau, and agency strategies, policies, program design, planning, and decision making; and secondarily, to provide USAID missions and other operating units the means to source rapid response analytic, and expert advisory/programmatic support during periods of rapidly evolving political change (typified in crisis, post conflict, and transitioning countries). Analytic services under this IDIQ will improve USAIDs ability to promote resilient, democratic societies, and to support U.S foreign policy objectives. Support for Democracy, Human Rights, and Governance (DRG) is vital to the pursuit of freedom and national security, and is essential to achieve the agencys and the United States Governments broader social and economic development goals."	25000	25000	2019-04-15	2026-04-14	"USAID M/OAA"	"defunded"
"7200AA19D00008"	"7200AA19D00008"	"NAVANTI GROUP LLC"	"Analytical Services IV (ASIV) IDIQ - The purpose of this Indefinite Delivery Indefinite Quantity (IDIQ) contract is to provide the Bureau for Democracy, Conflict and Humanitarian Assistances Center of Excellence on Democracy, Human Rights, and Governance (DCHA/DRG) with the analytic means and resources to inform mission, bureau, and agency strategies, policies, program design, planning, and decision making; and secondarily, to provide USAID missions and other operating units the means to source rapid response analytic, and expert advisory/programmatic support during periods of rapidly evolving political change (typified in crisis, post conflict, and transitioning countries). Analytic services under this IDIQ will improve USAIDs ability to promote resilient, democratic societies, and to support U.S foreign policy objectives. Support for Democracy, Human Rights, and Governance (DRG) is vital to the pursuit of freedom and national security, and is essential to achieve the agencys and the United States Governments broader social and economic development goals."	25000	25000	2019-04-15	2026-04-14	"USAID M/OAA"	"defunded"
"7200AA19D00009"	"7200AA19D00009"	"RESONANCE"	"Analytical Services IV (ASIV) IDIQ - The purpose of this Indefinite Delivery Indefinite Quantity (IDIQ) contract is to provide the Bureau for Democracy, Conflict and Humanitarian Assistances Center of Excellence on Democracy, Human Rights, and Governance (DCHA/DRG) with the analytic means and resources to inform mission, bureau, and agency strategies, policies, program design, planning, and decision making; and secondarily, to provide USAID missions and other operating units the means to source rapid response analytic, and expert advisory/programmatic support during periods of rapidly evolving political change (typified in crisis, post conflict, and transitioning countries). Analytic services under this IDIQ will improve USAIDs ability to promote resilient, democratic societies, and to support U.S foreign policy objectives. Support for Democracy, Human Rights, and Governance (DRG) is vital to the pursuit of freedom and national security, and is essential to achieve the agencys and the United States Governments broader social and economic development goals."	25000	25000	2019-04-15	2026-04-14	"USAID M/OAA"	"defunded"
"7200AA19D00015"	"7200AA19D00015"	"CHEMONICS INTERNATIONAL, INC."	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00016"	"7200AA19D00016"	"CREATIVE ASSOCIATES INTERNATIONAL, INC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00017"	"7200AA19D00017"	"CROWN AGENTS USA INC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00018"	"7200AA19D00018"	"DAI GLOBAL LLC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00019"	"7200AA19D00019"	"DEXIS CONSULTING GROUP"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00020"	"7200AA19D00020"	"DT GLOBAL INC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00030"	"7200AA19D00030"	"THE KAIZEN COMPANY, LLC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00031"	"7200AA19D00031"	"MANAGEMENT SYSTEMS INTERNATIONAL, INC."	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA19D00032"	"7200AA19D00032"	"PALLADIUM INTERNATIONAL LLC"	"Initial obligation for individual IDIQ awards under SWIFT 5."	25000	25000	2019-09-06	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA20D00002"	"7200AA20D00002"	"AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES"	"Initial obligation for individual IDIQ awards under SWIFT 5 Support."	25000	25000	2019-12-04	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA20D00003"	"7200AA20D00003"	"THE KAIZEN COMPANY, LLC"	"Initial obligation for individual IDIQ awards under SWIFT 5 Support."	25000	25000	2019-12-04	2026-09-05	"USAID M/OAA"	"defunded"
"7200AA20D00004"	"7200AA20D00004"	"MAKING CENTS"	"Initial obligation for individual IDIQ awards under SWIFT 5 Support."	25000	25000	2019-12-04	2026-09-06	"USAID M/OAA"	"defunded"
"7200AA21D00015"	"7200AA21D00015"	"CHEMONICS INTERNATIONAL, INC."	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00016"	"7200AA21D00016"	"DAI GLOBAL LLC"	"Initial obligation for individual IDIQ award under ACES."	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00017"	"7200AA21D00017"	"DT GLOBAL INC"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00018"	"7200AA21D00018"	"RTI INTERNATIONAL"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00019"	"7200AA21D00019"	"DEVELOPMENT INNOVATIONS G"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00020"	"7200AA21D00020"	"DEVELOPMENT PROFESSIONALS INC"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00021"	"7200AA21D00021"	"ECODIT LLC"	"Initial obligation for individual IDIQ award under ACES."	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00022"	"7200AA21D00022"	"INTERNATIONAL BUSINESS INSTITUTE"	"Initial Obligation for individual IDIQ award under ACES."	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00023"	"7200AA21D00023"	"LINC LLC"	"Initial obligation for Individual IDIQ award under ACES."	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA21D00024"	"7200AA21D00024"	"TETRA TECH DRG JV, INC."	"Initial obligation for individual IDIQ awards under ACES."	25000	25000	2021-09-30	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA22D00001"	"7200AA22D00001"	"ABT-DI ACES PARTNERSHIP LLC"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2022-02-01	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA22D00002"	"7200AA22D00002"	"CREATIVE ASSOCIATES INTERNATIONAL, INC"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2022-02-01	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA22D00003"	"7200AA22D00003"	"DEXIS CONSULTING GROUP"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2022-02-01	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA22D00004"	"7200AA22D00004"	"MILLENNIUM PARTNERS CONSULTING LLC"	"Initial obligation for individual IDIQ award under ACES"	25000	25000	2022-02-01	2029-01-31	"USAID M/OAA"	"defunded"
"7200AA22D00008"	"7200AA22D00008"	"CHEMONICS INTERNATIONAL, INC."	"Water and Development II IDIQ"	25000	25000	2022-09-26	2028-09-30	"USAID M/OAA"	"defunded"
"7200AA22D00009"	"7200AA22D00009"	"DAI GLOBAL LLC"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00010"	"7200AA22D00010"	"DELOITTE CONSULTING LLP"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00011"	"7200AA22D00011"	"DEVELOPMENT INNOVATIONS G"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00012"	"7200AA22D00012"	"DT GLOBAL INC"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00013"	"7200AA22D00013"	"ECODIT LLC"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00014"	"7200AA22D00014"	"GPTECH"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00015"	"7200AA22D00015"	"ME&A, INC."	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00016"	"7200AA22D00016"	"RTI INTERNATIONAL"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00017"	"7200AA22D00017"	"SEGURA CONSULTING LLC"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA22D00018"	"7200AA22D00018"	"ARD, INC"	"Water and Development II IDIQ"	25000	25000	2022-09-26	2031-09-25	"USAID M/OAA"	"defunded"
"7200AA23D00004"	"7200AA23D00004"	"CHEMONICS INTERNATIONAL, INC."	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00005"	"7200AA23D00005"	"CREATIVE ASSOCIATES INTERNATIONAL, INC"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00006"	"7200AA23D00006"	"DAI GLOBAL LLC"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00007"	"7200AA23D00007"	"DEMOCRACY INTERNATIONAL INC"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00008"	"7200AA23D00008"	"DEXIS CONSULTING GROUP"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00009"	"7200AA23D00009"	"DT GLOBAL INC"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00010"	"7200AA23D00010"	"FAMILY HEALTH INTERNATIONAL"	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00011"	"7200AA23D00011"	"MANAGEMENT SYSTEMS INTERNATIONAL, INC."	"P4P2 Base IDIQ CPS/CVP"	25000	25000	2023-05-15	2030-05-14	"USAID CPS/CVP"	"defunded"
"7200AA23D00013"	"7200AA23D00013"	"CONNEXUS CORP"	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23D00014"	"7200AA23D00014"	"DEMOCRACY INTERNATIONAL INC"	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23D00015"	"7200AA23D00015"	"ENVIRONMENTAL INCENTIVES, INC."	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23D00016"	"7200AA23D00016"	"MAKING CENTS"	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23D00017"	"7200AA23D00017"	"PANAGORA GROUP INC."	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23D00018"	"7200AA23D00018"	"SOCHA, LLC"	"DDI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP) - Incremental Funding - Initial Award Funding"	25000	25000	2023-10-01	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA23GR00026"	"7200AA23GR00026"	"HEALTH EQUITY INTERNATIONAL"	"Ocean Freight - Fiscal Year 2024 Ocean Freight - New Awards (multiple)"	25000	25000	2023-10-01	2025-09-30	"USAID M/OAA"	"defunded"
"7200AA24D00001"	"7200AA24D00001"	"INTERNATIONAL DEVELOPMENT GROUP"	"IPI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP)."	25000	25000	2023-11-20	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA24D00002"	"7200AA24D00002"	"JEFFERSON CONSULTING GROUP LLC"	"IPI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP)."	25000	25000	2023-11-20	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA24D00003"	"7200AA24D00003"	"KEY LIME INTERNATIONAL, INC"	"IPI/LFT - Compliance and Capacity Support for Diverse Partnerships (CCSDP)."	25000	25000	2023-12-07	2028-12-13	"USAID M/OAA"	"defunded"
"7200AA24D00004"	"7200AA24D00004"	"DAI GLOBAL LLC"	"For acquisition action for the Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management award also known as Comprehensive TA Award for short."	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"7200AA24D00005"	"7200AA24D00005"	"JSI RESEARCH & TRAINING INSTITUTE INC"	"For acquisition action for the Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management award also known as Comprehensive TA Award (CompTA)"	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"7200AA24D00007"	"7200AA24D00007"	"CHEMONICS INTERNATIONAL, INC."	"Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management (Comprehensive TA) under the United States Agency for International Development (USAID) Bureau for Global Health (GH)"	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"7200AA24D00008"	"7200AA24D00008"	"BIXAL SOLUTIONS INCORPORATED"	"For acquisition action for the Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management award also known as Comprehensive TA Award for short."	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"7200AA24D00009"	"7200AA24D00009"	"PANAGORA GROUP INC."	"For acquisition action for the Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management award also known as Comprehensive TA Award for short."	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"7200AA24D00010"	"7200AA24D00010"	"GUIDEHOUSE LLP"	"For acquisition action for the Comprehensive Technical Assistance for Health Supply Chain and Pharmaceutical Management award also known as Comprehensive TA Award for short."	25000	25000	2024-01-08	2034-01-07	"USAID GH"	"defunded"
"72051924F50008"	"72051924F50008"	"ARPI SHOTIGIAN"	"Request for BPA Call Order to provide support under the Acquisition & Assistance Management Support Services"	25000	25000	2024-07-15	2025-03-31	"USAID/El Salvador"	"defunded"
"72061724D00003"	"72061724D00003"	"SOCHA, LLC"	"Monitoring, evaluation, learning and strategic information activity to strengthening performance management at the strategic and implementing mechanism level to advance the CDCS development objectives."	25000	25000	2024-02-23	2031-02-24	"USAID/Uganda"	"defunded"
"72061724D00004"	"72061724D00004"	"BIXAL SOLUTIONS INCORPORATED"	"The purpose of the USAID MEL-SI IDIQ contract is to provide monitoring, evaluation, learning, and strategic information support services to USAID/Uganda’s technical offices and implementing partners"	25000	25000	2024-02-23	2031-02-24	"USAID/Uganda"	"defunded"
"72061724D00006"	"72061724D00006"	"NORC"	"USAID Monitoring, Evaluation, Learning, and Strategic Information IDIQ - The purpose of the USAID MEL-SI IDIQ contract is to provide monitoring, evaluation, learning, and strategic information support services to USAID/Uganda’s technical offices and implementing partners.\""	25000	25000	2024-02-23	2031-02-24	"USAID/Uganda"	"defunded"
"72068824GR00004"	"72068824GR00004"	"United Nations Children's Fund-UNICEF Mali"	"AF20243752 USAID Response to Declaration for Humanitarian Need for the Impact of Flooding in Mali."	25000	25000	2024-09-02	2025-03-03	"USAID/Mali"	"defunded"
"720AFR24PC00044"	"720AFR24PC00044"	"FOREIGN SERVICE INSTITUTE"	"To purchase training for Bureau personnel at FSI"	25000	25000	2024-05-09	2025-09-30	"USAID Africa"	"defunded"
